EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Work_Location,Home_Location,Home_State,Office_State,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
562707,45,DMII,1832,6.2,5,279.0,3,Active,,,5,East,Transaction Banking,Kolkata,Uttar Pradesh,Maharashtra,Gujarat,0,3.91,32.65,Low,5555
491838,57,CM,1937,6.1,8,347.7,3,Active,,,3,West,Retail Banking Group,Mumbai,West Bengal,West Bengal,Uttar Pradesh,0,1.14,29.0,Low,5555
910318,26,MMII,1195,8.2,7,213.2,3,Active,,,7,West,Operations Group,Mumbai,Uttar Pradesh,Tamil Nadu,Tamil Nadu,0,1.6,35.73,Low,9999
358890,27,MMII,989,9.2,7,248.4,3,Active,,,7,West,Retail Banking Group,Mumbai,Karnataka,Delhi,Telangana,0,1.45,45.95,Medium,8888
222544,50,MMI,1722,7.2,6,360.0,3,Active,,,6,East,Retail Banking Group,Kolkata,West Bengal,Delhi,Gujarat,0,2.48,42.75,Medium,4444
809137,48,MMII,13,5.6,7,268.8,1,Active,,,7,East,Credit,Kolkata,Delhi,Karnataka,Gujarat,0,0.37,10.9,Low,4444
460863,31,SO,1368,0.6,1,130.2,3,Active,,,8,West,Retail Banking Group,Mumbai,Gujarat,Uttar Pradesh,Karnataka,0,9.29,46.24,Medium,5555
546070,36,MMII,666,9.4,7,338.4,3,Active,,,7,North,Operations Group,New Delhi,Karnataka,Gujarat,Karnataka,0,1.01,32.53,Low,3333
146989,32,AMII,1124,5.1,3,163.2,3,Active,,,2,North,Retail Banking Group,New Delhi,Gujarat,Uttar Pradesh,West Bengal,56,5.1,75.48,High,8888
953988,51,MMI,449,0.6,6,30.6,3,Active,,,6,East,Retail Banking Group,Kolkata,Delhi,Maharashtra,Uttar Pradesh,0,0.51,31.37,Low,7777
255494,30,DMII,1478,5.7,5,171.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Delhi,Tamil Nadu,Maharashtra,0,3.41,26.19,Low,5555
898932,55,ALT,1060,13.9,9,764.5,3,Active,,,0,East,Retail Banking Group,Kolkata,Gujarat,Uttar Pradesh,Tamil Nadu,0,0.72,49.4,Medium,3333
992847,39,CM,633,7.1,8,276.9,3,Active,,,3,West,Retail Banking Group,Mumbai,Karnataka,Telangana,Maharashtra,0,0.53,27.91,Low,5555
322578,24,MMI,770,3.1,6,74.4,3,Active,,,6,North,Retail Banking Group,New Delhi,Gujarat,West Bengal,Delhi,0,1.14,41.43,Medium,3333
366386,43,SO,1206,1.3,1,154.8,3,Active,,,8,East,Transaction Banking,Kolkata,Gujarat,West Bengal,Tamil Nadu,0,7.52,30.71,Low,5555
488465,57,DMII,552,0.3,5,17.1,3,Active,,,5,East,Retail Banking Group,Kolkata,Maharashtra,Uttar Pradesh,Maharashtra,0,0.75,49.3,Medium,1111
797315,23,CM,645,6.4,8,147.2,3,Active,,,3,South,Wholesale Banking,Chennai,Karnataka,Delhi,Delhi,0,0.62,44.83,Medium,6666
949251,36,SO,1817,1.5,1,172.8,3,Active,,,8,West,Retail Banking Group,Mumbai,Maharashtra,Delhi,Delhi,0,13.04,33.27,Low,4444
764460,56,AMII,616,0.6,3,33.6,3,Active,,,2,South,Retail Banking Group,Chennai,West Bengal,Gujarat,Uttar Pradesh,3,1.78,56.92,Medium,4444
426662,24,ALT,1945,14.4,9,345.6,3,Active,,,0,North,Retail Banking Group,New Delhi,Uttar Pradesh,Uttar Pradesh,Gujarat,0,2.27,29.62,Low,8888
295375,45,DMI,1121,6.4,4,288.0,3,Active,,,4,South,Retail Banking Group,Chennai,Gujarat,West Bengal,Tamil Nadu,0,3.29,50.67,Medium,2222
730810,40,DMII,1508,7.6,5,304.0,3,Active,,,5,South,Retail Banking Group,Chennai,West Bengal,Karnataka,Tamil Nadu,0,3.57,51.99,Medium,4444
728792,57,SO,1523,0.3,1,381.9,3,Active,,,8,South,Operations Group,Chennai,Karnataka,Telangana,Karnataka,0,7.55,30.49,Low,2222
528366,26,CM,1047,9.4,8,244.4,3,Active,,,3,West,Wholesale Banking,Mumbai,Gujarat,West Bengal,Tamil Nadu,0,1.06,31.39,Low,1111
471220,29,DMII,682,3.8,5,110.2,3,Active,,,5,North,Retail Banking Group,New Delhi,Uttar Pradesh,West Bengal,West Bengal,94,1.56,99.7,High,3333
741361,37,CM,232,6.0,8,222.0,3,Active,,,3,South,Retail Banking Group,Chennai,West Bengal,Telangana,Maharashtra,0,0.36,26.2,Low,8888
302453,37,MMII,1868,8.5,7,314.5,3,Active,,,7,West,Retail Banking Group,Mumbai,Tamil Nadu,Maharashtra,Karnataka,0,2.47,50.32,Medium,6666
457582,48,DMII,1848,7.3,5,350.4,3,Active,,,5,North,Retail Banking Group,New Delhi,Delhi,Gujarat,Gujarat,0,4.15,47.62,Medium,7777
199873,46,AMII,1080,7.6,3,349.6,3,Active,,,2,East,Retail Banking Group,Kolkata,Gujarat,Uttar Pradesh,Delhi,4,5.03,54.64,Medium,2222
296978,45,SO,1109,1.3,1,193.5,3,Active,,,8,South,Credit,Chennai,Uttar Pradesh,Delhi,Gujarat,0,6.81,38.03,Low,6666
235422,42,SO,1245,1.9,1,126.0,3,Active,,,8,North,Retail Banking Group,New Delhi,Delhi,Delhi,West Bengal,0,8.19,34.22,Low,8888
125521,41,MMI,1985,1.0,6,41.0,3,Active,,,6,South,Retail Banking Group,Chennai,Maharashtra,Tamil Nadu,Gujarat,0,2.12,32.39,Low,8888
568808,40,AMII,1592,2.1,3,84.0,3,Active,,,2,East,Retail Banking Group,Kolkata,West Bengal,Telangana,Maharashtra,64,5.33,80.4,High,4444
946111,52,MMI,813,2.9,6,150.8,3,Active,,,6,North,Retail Banking Group,New Delhi,Maharashtra,Telangana,West Bengal,0,0.82,25.59,Low,6666
413996,49,DMI,1124,5.3,4,259.7,3,Active,,,4,West,Retail Banking Group,Mumbai,Uttar Pradesh,Maharashtra,Gujarat,0,2.88,34.04,Low,5555
304934,52,MMI,270,6.8,6,353.6,3,Active,,,6,North,Wholesale Banking,New Delhi,Gujarat,Telangana,Delhi,0,0.71,22.83,Low,9999
423734,23,DMII,1576,5.8,5,133.4,3,Active,,,5,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Delhi,0,4.04,37.31,Low,8888
697646,25,DMI,811,3.2,4,80.0,3,Active,,,4,North,Retail Banking Group,New Delhi,Delhi,Uttar Pradesh,Telangana,0,2.56,32.55,Low,2222
429029,46,ALT,883,13.4,9,616.4,3,Active,,,0,West,Retail Banking Group,Mumbai,West Bengal,West Bengal,Uttar Pradesh,0,0.67,24.04,Low,7777
465123,42,MMII,91,6.7,7,281.4,2,Active,,,7,East,Retail Banking Group,Kolkata,Gujarat,Maharashtra,Delhi,0,0.47,12.09,Low,7777
601917,23,AMI,54,3.0,2,69.0,2,Active,,,1,East,Transaction Banking,Kolkata,Tamil Nadu,West Bengal,Telangana,0,3.02,37.07,Low,1111
167621,30,SO,1967,0.7,1,204.0,3,Active,,,8,East,Retail Banking Group,Kolkata,Tamil Nadu,Gujarat,Karnataka,0,14.67,33.33,Low,1111
779109,38,CM,429,6.3,8,239.4,3,Active,,,3,North,Credit,New Delhi,West Bengal,Gujarat,Uttar Pradesh,0,0.43,37.74,Low,4444
358443,41,AMI,1710,4.5,2,184.5,3,Active,,,1,East,Retail Banking Group,Kolkata,Gujarat,Tamil Nadu,West Bengal,0,9.93,43.55,Medium,5555
824694,52,ALT,690,10.9,9,566.8000000000001,3,Active,,,0,South,Retail Banking Group,Chennai,West Bengal,Telangana,Telangana,0,0.43,38.08,Low,4444
828500,38,SO,1148,1.6,1,60.8,3,Active,,,8,East,Retail Banking Group,Kolkata,Gujarat,Karnataka,Gujarat,0,7.8,49.41,Medium,7777
310763,28,AMI,39,3.4,2,95.2,1,Active,,,1,West,Retail Banking Group,Mumbai,Uttar Pradesh,Uttar Pradesh,West Bengal,0,2.89,19.45,Low,3333
183371,49,CM,1582,8.4,8,411.6,3,Active,,,3,West,Transaction Banking,Mumbai,Uttar Pradesh,Gujarat,Delhi,0,1.13,38.39,Low,7777
771176,34,AMII,1942,1.4,3,47.599999999999994,3,Active,,,2,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,Tamil Nadu,8,7.14,57.92,Medium,8888
309024,46,DMI,417,7.5,4,345.0,3,Active,,,4,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,Maharashtra,0,2.0,31.52,Low,6666
519660,29,DMI,162,1.0,4,29.0,2,Active,,,4,South,Retail Banking Group,Chennai,Gujarat,Uttar Pradesh,Gujarat,0,1.21,41.51,Medium,6666
689495,31,MMI,1852,1.9,6,58.9,3,Active,,,6,East,Retail Banking Group,Kolkata,Tamil Nadu,Karnataka,Maharashtra,0,2.31,34.92,Low,8888
215578,46,MMI,1938,3.6,6,165.6,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,Tamil Nadu,Telangana,0,2.34,27.62,Low,8888
368241,34,MMII,231,9.8,7,333.2,3,Active,,,7,South,Retail Banking Group,Chennai,Uttar Pradesh,Gujarat,Maharashtra,0,0.74,30.48,Low,7777
560520,47,DMII,1218,2.5,5,117.5,3,Active,,,5,West,Wholesale Banking,Mumbai,Gujarat,Tamil Nadu,Karnataka,0,1.74,31.63,Low,6666
507639,38,ALT,1158,12.5,9,475.0,3,Active,,,0,West,Credit,Mumbai,West Bengal,Maharashtra,Delhi,0,0.86,48.15,Medium,6666
575004,23,MMII,1224,8.2,7,188.6,3,Active,,,7,West,Retail Banking Group,Mumbai,Maharashtra,Uttar Pradesh,West Bengal,0,1.7,29.58,Low,6666
889734,51,SO,75,0.5,1,25.5,2,Active,,,8,North,Retail Banking Group,New Delhi,Maharashtra,Delhi,West Bengal,0,2.62,39.98,Low,8888
827455,39,AMII,1869,3.1,3,120.9,3,Active,,,2,South,Retail Banking Group,Chennai,Maharashtra,Gujarat,Uttar Pradesh,15,7.22,57.98,Medium,1111
929142,51,AMI,1317,1.0,2,51.0,3,Active,,,1,South,Retail Banking Group,Chennai,Maharashtra,Gujarat,Uttar Pradesh,0,5.03,45.68,Medium,5555
691118,29,AMII,1084,1.4,3,40.599999999999994,3,Active,,,2,North,Retail Banking Group,New Delhi,Uttar Pradesh,West Bengal,Delhi,9,3.86,53.71,Medium,3333
994603,38,AMII,753,7.7,3,292.6,3,Active,,,2,North,Retail Banking Group,New Delhi,Karnataka,Karnataka,Maharashtra,10,4.31,53.32,Medium,8888
728202,41,AMI,754,4.9,2,200.9,3,Active,,,1,North,Retail Banking Group,New Delhi,West Bengal,Uttar Pradesh,Tamil Nadu,0,4.9,32.38,Low,6666
912824,27,SO,657,0.4,1,126.9,3,Active,,,8,South,Wholesale Banking,Chennai,Delhi,Maharashtra,West Bengal,0,5.55,30.05,Low,2222
379609,54,DMI,1484,1.7,4,91.8,3,Active,,,4,South,Retail Banking Group,Chennai,West Bengal,Maharashtra,Gujarat,0,2.74,40.91,Medium,7777
876393,45,ALT,129,10.6,9,477.0,2,Active,,,0,West,Transaction Banking,Mumbai,Karnataka,Maharashtra,Delhi,0,0.29,16.57,Low,7777
512089,28,MMI,1110,0.5,6,14.0,3,Active,,,6,West,Operations Group,Mumbai,Maharashtra,West Bengal,Maharashtra,0,1.17,45.69,Medium,5555
244919,35,CM,112,8.3,8,290.5,2,Active,,,3,South,Retail Banking Group,Chennai,Karnataka,Tamil Nadu,West Bengal,0,0.4,15.17,Low,8888
480262,30,DMII,1008,6.6,5,198.0,3,Active,,,5,West,Retail Banking Group,Mumbai,Tamil Nadu,Karnataka,Tamil Nadu,0,2.5,50.56,Medium,5555
967856,55,MMI,1999,0.5,6,27.5,3,Active,,,6,North,Wholesale Banking,New Delhi,Tamil Nadu,Gujarat,Gujarat,0,1.73,26.81,Low,1111
953370,44,DMI,630,3.7,4,162.8,3,Active,,,4,East,Retail Banking Group,Kolkata,Uttar Pradesh,Telangana,Telangana,0,1.81,34.32,Low,9999
279365,47,AMII,151,7.9,3,371.3,2,Active,,,2,West,Retail Banking Group,Mumbai,West Bengal,West Bengal,Tamil Nadu,1,2.42,34.9,Low,4444
780045,41,CM,82,6.6,8,270.6,2,Active,,,3,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,Maharashtra,0,0.32,18.03,Low,2222
694792,40,CM,1501,9.5,8,380.0,3,Active,,,3,West,Credit,Mumbai,Delhi,Maharashtra,Uttar Pradesh,0,1.3,39.71,Low,4444
974495,47,MMII,1445,6.1,7,286.7,3,Active,,,7,West,Operations Group,Mumbai,Uttar Pradesh,Telangana,Gujarat,0,1.28,49.3,Medium,9999
860042,47,CM,565,7.2,8,338.4,3,Active,,,3,West,Retail Banking Group,Mumbai,Delhi,West Bengal,West Bengal,0,0.46,33.88,Low,2222
685343,55,AMII,729,6.6,3,363.0,3,Active,,,2,East,Retail Banking Group,Kolkata,Tamil Nadu,West Bengal,West Bengal,8,3.15,68.77,Medium,4444
399297,26,AMI,271,6.8,2,176.8,3,Active,,,1,North,Transaction Banking,New Delhi,Maharashtra,Uttar Pradesh,Maharashtra,0,4.63,13.9,Low,2222
936646,52,DMII,1382,2.0,5,104.0,3,Active,,,5,South,Retail Banking Group,Chennai,Karnataka,Maharashtra,Gujarat,0,1.8,23.14,Low,5555
192660,34,ALT,531,14.1,9,479.4,3,Active,,,0,East,Retail Banking Group,Kolkata,Delhi,Uttar Pradesh,Karnataka,0,0.61,39.8,Low,3333
339323,26,CM,1937,6.7,8,174.2,3,Active,,,3,South,Retail Banking Group,Chennai,Gujarat,Gujarat,Karnataka,0,1.77,40.45,Medium,2222
848904,35,AMII,1923,7.5,3,262.5,3,Active,,,2,South,Retail Banking Group,Chennai,Delhi,West Bengal,Gujarat,12,10.85,56.32,Medium,9999
156265,32,MMII,1307,6.8,7,217.6,3,Active,,,7,South,Credit,Chennai,Maharashtra,Karnataka,Gujarat,0,1.46,54.77,Medium,5555
767575,37,CM,1565,8.5,8,314.5,3,Active,,,3,East,Retail Banking Group,Kolkata,Maharashtra,Telangana,Delhi,0,1.31,45.17,Medium,5555
613661,32,DMII,1163,3.3,5,105.6,3,Active,,,5,North,Retail Banking Group,New Delhi,West Bengal,Uttar Pradesh,Uttar Pradesh,0,2.14,48.82,Medium,1111
181645,33,SO,1622,0.5,1,207.9,3,Active,,,8,South,Retail Banking Group,Chennai,Karnataka,Gujarat,Karnataka,0,10.9,52.17,Medium,6666
317251,29,CM,96,9.6,8,278.4,2,Active,,,3,North,Retail Banking Group,New Delhi,Maharashtra,Tamil Nadu,Delhi,0,0.47,15.77,Low,7777
477899,33,MMI,1494,5.2,6,171.6,3,Active,,,6,North,Retail Banking Group,New Delhi,Uttar Pradesh,Karnataka,Telangana,0,2.18,53.98,Medium,1111
189398,55,AMII,678,6.9,3,379.5,3,Active,,,2,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Gujarat,4,3.1,54.9,Medium,9999
561577,57,AMII,1798,7.5,3,427.5,3,Active,,,2,East,Transaction Banking,Kolkata,Delhi,Telangana,Maharashtra,74,7.65,77.89,High,8888
517064,41,CM,447,9.0,8,369.0,3,Active,,,3,East,Operations Group,Kolkata,Tamil Nadu,Tamil Nadu,Delhi,0,0.52,29.63,Low,8888
797004,31,MMII,313,8.1,7,251.1,3,Active,,,7,West,Credit,Mumbai,Maharashtra,Telangana,Telangana,0,0.72,17.04,Low,7777
512768,48,MMII,1984,7.7,7,369.6,3,Active,,,7,West,Retail Banking Group,Mumbai,Gujarat,Telangana,West Bengal,0,2.22,38.34,Low,5555
857176,49,ALT,1463,13.1,9,641.9,3,Active,,,0,North,Retail Banking Group,New Delhi,West Bengal,Gujarat,Gujarat,0,1.01,44.61,Medium,3333
285337,33,DMII,1525,2.3,5,75.89999999999998,3,Active,,,5,South,Retail Banking Group,Chennai,Karnataka,Telangana,Uttar Pradesh,0,2.62,45.18,Medium,9999
674881,49,MMII,435,7.4,7,362.6,3,Active,,,7,East,Retail Banking Group,Kolkata,Gujarat,West Bengal,Delhi,0,0.6,27.76,Low,7777
110713,54,AMI,513,3.3,2,178.2,3,Active,,,1,South,Retail Banking Group,Chennai,West Bengal,West Bengal,Telangana,0,3.05,47.74,Medium,8888
676487,52,SO,1156,1.0,1,52.0,3,Active,,,8,South,Operations Group,Chennai,Delhi,Uttar Pradesh,Delhi,0,6.36,52.51,Medium,6666
438852,43,DMI,1272,1.3,4,55.9,3,Active,,,4,West,Retail Banking Group,Mumbai,Gujarat,Gujarat,Telangana,0,2.56,36.16,Low,5555
639162,53,DMI,1719,6.8,4,360.4,3,Active,,,4,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,Telangana,0,4.95,54.84,Medium,8888
760560,24,AMII,326,3.1,3,74.4,3,Active,,,2,North,Operations Group,New Delhi,Delhi,Delhi,Maharashtra,0,2.55,43.57,Medium,3333
861807,30,MMII,1952,6.0,7,180.0,3,Active,,,7,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Uttar Pradesh,0,2.37,31.89,Low,7777
693699,55,MMI,713,6.3,6,346.5,3,Active,,,6,South,Retail Banking Group,Chennai,Delhi,Telangana,Maharashtra,0,0.95,22.52,Low,2222
501804,26,AMII,1774,6.6,3,171.6,3,Active,,,2,West,Transaction Banking,Mumbai,Delhi,Karnataka,Karnataka,75,10.09,78.05,High,3333
423324,41,SO,216,0.3,1,205.0,3,Active,,,8,North,Retail Banking Group,New Delhi,Uttar Pradesh,Tamil Nadu,Delhi,0,3.27,19.96,Low,2222
706681,36,AMI,400,3.2,2,115.2,3,Active,,,1,North,Retail Banking Group,New Delhi,Delhi,Delhi,Uttar Pradesh,0,3.45,36.14,Low,5555
177999,37,DMI,116,0.5,4,18.5,2,Active,,,4,South,Credit,Chennai,Tamil Nadu,Uttar Pradesh,Telangana,0,1.01,28.88,Low,7777
202200,56,AMI,702,4.7,2,263.2,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,Delhi,Karnataka,0,3.85,40.53,Medium,1111
286598,35,MMII,946,6.5,7,227.5,3,Active,,,7,South,Retail Banking Group,Chennai,West Bengal,Telangana,Uttar Pradesh,0,1.02,39.81,Low,9999
377579,53,MMII,46,6.1,7,323.3,1,Active,,,7,South,Retail Banking Group,Chennai,Tamil Nadu,Telangana,Delhi,0,0.37,14.15,Low,1111
480541,56,DMI,278,3.5,4,196.0,3,Active,,,4,West,Retail Banking Group,Mumbai,Uttar Pradesh,Telangana,Telangana,0,1.15,13.03,Low,1111
820348,56,ALT,1581,14.1,9,789.6,3,Active,,,0,South,Retail Banking Group,Chennai,Tamil Nadu,Telangana,Delhi,0,1.1,34.01,Low,8888
885841,26,SO,1017,0.7,1,91.0,3,Active,,,8,North,Retail Banking Group,New Delhi,Maharashtra,Maharashtra,Karnataka,0,7.6,30.18,Low,6666
876578,31,AMII,1217,6.1,3,189.1,3,Active,,,2,West,Retail Banking Group,Mumbai,Maharashtra,Delhi,Tamil Nadu,10,5.99,67.73,Medium,6666
544943,28,MMI,1553,3.4,6,95.2,3,Active,,,6,West,Operations Group,Mumbai,Maharashtra,Tamil Nadu,Delhi,2,2.11,44.99,Medium,9999
153873,23,CM,559,9.0,8,207.0,3,Active,,,3,West,Credit,Mumbai,Karnataka,Tamil Nadu,Uttar Pradesh,0,0.71,39.61,Low,4444
934148,35,SO,1226,0.3,1,192.5,3,Active,,,8,West,Retail Banking Group,Mumbai,Maharashtra,Tamil Nadu,Karnataka,0,7.79,25.73,Low,8888
639411,46,SO,907,1.3,1,239.2,3,Active,,,8,South,Operations Group,Chennai,West Bengal,Telangana,Karnataka,0,5.75,41.44,Medium,4444
285430,47,DMII,454,7.0,5,329.0,3,Active,,,5,South,Operations Group,Chennai,Tamil Nadu,West Bengal,Delhi,0,1.33,24.09,Low,2222
613684,34,AMII,986,5.4,3,183.6,3,Active,,,2,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,Telangana,6,4.57,66.62,Medium,8888
413526,31,SO,382,1.1,1,229.4,3,Active,,,8,East,Wholesale Banking,Kolkata,Gujarat,Delhi,Tamil Nadu,0,4.49,24.92,Low,7777
282868,30,CM,1833,5.5,8,165.0,3,Active,,,3,East,Retail Banking Group,Kolkata,Maharashtra,Telangana,West Bengal,0,1.41,39.22,Low,4444
633213,38,AMII,153,7.2,3,273.6,2,Active,,,2,North,Transaction Banking,New Delhi,Uttar Pradesh,Gujarat,Delhi,0,2.56,47.41,Medium,9999
661149,31,SO,526,1.9,1,74.39999999999998,3,Active,,,8,East,Retail Banking Group,Kolkata,Karnataka,Delhi,Maharashtra,0,5.35,21.29,Low,9999
684338,43,DMI,1749,3.4,4,146.2,3,Active,,,4,North,Operations Group,New Delhi,Gujarat,Uttar Pradesh,Maharashtra,0,4.42,50.9,Medium,8888
671734,32,SO,591,1.1,1,35.2,3,Active,,,8,South,Credit,Chennai,Uttar Pradesh,Telangana,Gujarat,0,5.23,24.12,Low,1111
188172,33,DMI,180,1.5,4,49.5,2,Active,,,4,West,Retail Banking Group,Mumbai,Karnataka,Maharashtra,Uttar Pradesh,0,1.21,29.97,Low,7777
432507,52,AMI,316,0.7,2,36.4,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,Telangana,West Bengal,0,2.18,12.69,Low,5555
209583,55,AMI,535,6.6,2,363.0,3,Active,,,1,South,Retail Banking Group,Chennai,Tamil Nadu,Uttar Pradesh,Delhi,0,3.95,38.42,Low,7777
765983,57,MMI,1287,0.6,6,34.2,3,Active,,,6,West,Retail Banking Group,Mumbai,West Bengal,Maharashtra,Gujarat,0,0.95,44.83,Medium,9999
919670,43,MMII,1844,8.6,7,369.8,3,Active,,,7,West,Operations Group,Mumbai,Delhi,Uttar Pradesh,Karnataka,0,2.27,52.63,Medium,2222
231456,57,AMII,1013,2.9,3,165.3,3,Active,,,2,East,Credit,Kolkata,West Bengal,Tamil Nadu,Telangana,3,2.9,68.3,Medium,4444
304845,37,ALT,1061,11.8,9,436.6,3,Active,,,0,South,Credit,Chennai,Maharashtra,Gujarat,Maharashtra,0,0.76,21.0,Low,4444
614881,36,MMI,1933,1.2,6,43.2,3,Active,,,6,East,Operations Group,Kolkata,Uttar Pradesh,Gujarat,Gujarat,0,2.19,42.93,Medium,2222
358907,34,AMI,703,5.7,2,193.8,3,Active,,,1,East,Transaction Banking,Kolkata,Delhi,Uttar Pradesh,Telangana,0,5.44,20.88,Low,3333
846654,37,DMI,1035,6.9,4,255.3,3,Active,,,4,West,Wholesale Banking,Mumbai,Karnataka,Telangana,Telangana,0,3.52,38.48,Low,8888
811381,23,MMII,184,6.9,7,158.7,2,Active,,,7,West,Retail Banking Group,Mumbai,Tamil Nadu,Uttar Pradesh,Gujarat,0,0.65,17.44,Low,9999
686421,31,ALT,450,13.8,9,427.8,3,Active,,,0,South,Retail Banking Group,Chennai,Tamil Nadu,Gujarat,Uttar Pradesh,0,0.58,11.64,Low,6666
164032,47,MMI,1021,1.5,6,70.5,3,Active,,,6,West,Retail Banking Group,Mumbai,Karnataka,Karnataka,Uttar Pradesh,0,0.93,54.04,Medium,2222
687195,50,DMI,785,7.5,4,375.0,3,Active,,,4,West,Wholesale Banking,Mumbai,Maharashtra,Telangana,Uttar Pradesh,0,2.57,51.37,Medium,2222
449717,44,SO,1979,1.6,1,220.0,3,Active,,,8,South,Operations Group,Chennai,Karnataka,West Bengal,Delhi,0,13.5,43.63,Medium,7777
331335,30,MMII,979,9.7,7,291.0,3,Active,,,7,West,Retail Banking Group,Mumbai,Gujarat,Karnataka,Telangana,0,1.44,38.35,Low,8888
351255,56,MMI,457,6.3,6,352.8,3,Active,,,6,East,Operations Group,Kolkata,Uttar Pradesh,Telangana,Uttar Pradesh,0,0.76,24.14,Low,8888
965732,23,AMII,85,1.4,3,32.2,2,Active,,,2,South,Retail Banking Group,Chennai,Uttar Pradesh,Tamil Nadu,Delhi,0,1.86,58.29,Medium,6666
706046,49,MMII,661,8.5,7,416.5,3,Active,,,7,West,Credit,Mumbai,Maharashtra,Karnataka,Maharashtra,0,0.79,25.98,Low,8888
981430,22,MMII,134,7.7,7,169.4,2,Active,,,7,North,Retail Banking Group,New Delhi,Delhi,Telangana,Uttar Pradesh,0,0.68,31.34,Low,1111
504657,24,DMI,1147,2.5,4,60.0,3,Active,,,4,South,Wholesale Banking,Chennai,Karnataka,Uttar Pradesh,West Bengal,0,3.22,48.0,Medium,9999
358379,38,ALT,1680,10.5,9,399.0,3,Active,,,0,South,Retail Banking Group,Chennai,Maharashtra,West Bengal,Uttar Pradesh,0,1.13,25.82,Low,1111
962496,23,MMI,900,5.5,6,126.5,3,Active,,,6,North,Retail Banking Group,New Delhi,Uttar Pradesh,Gujarat,Maharashtra,0,1.56,49.01,Medium,3333
809645,57,SO,1201,2.0,1,421.8,3,Active,,,8,West,Transaction Banking,Mumbai,Delhi,Gujarat,Maharashtra,0,6.68,29.25,Low,9999
823482,28,CM,1100,9.3,8,260.4,3,Active,,,3,West,Retail Banking Group,Mumbai,Karnataka,Tamil Nadu,Tamil Nadu,0,1.07,48.78,Medium,5555
192920,22,MMI,269,6.8,6,149.6,3,Active,,,6,South,Credit,Chennai,Tamil Nadu,Telangana,Karnataka,0,1.04,33.58,Low,9999
982642,30,CM,7,6.6,8,198.0,1,Active,,,3,South,Retail Banking Group,Chennai,Karnataka,West Bengal,Telangana,1,0.34,13.6,Low,9999
280828,55,ALT,156,10.8,9,594.0,2,Active,,,0,West,Operations Group,Mumbai,West Bengal,Gujarat,Maharashtra,0,0.26,23.04,Low,6666
376795,23,DMII,1569,0.2,5,4.600000000000001,3,Active,,,5,West,Retail Banking Group,Mumbai,Karnataka,Uttar Pradesh,Karnataka,0,2.61,40.8,Medium,1111
126470,30,MMII,1493,6.8,7,204.0,3,Active,,,7,East,Retail Banking Group,Kolkata,West Bengal,Karnataka,West Bengal,0,1.74,29.41,Low,7777
609798,28,AMII,1558,0.7,3,19.6,3,Active,,,2,South,Transaction Banking,Chennai,Delhi,Telangana,Karnataka,13,5.4,50.08,Medium,6666
318130,46,ALT,69,12.5,9,575.0,2,Active,,,0,South,Retail Banking Group,Chennai,Karnataka,Tamil Nadu,Maharashtra,0,0.32,20.77,Low,9999
451043,48,AMII,564,4.9,3,235.2,3,Active,,,2,North,Retail Banking Group,New Delhi,Delhi,Karnataka,Gujarat,6,2.64,66.91,Medium,7777
105796,53,MMII,1263,8.4,7,445.2,3,Active,,,7,East,Retail Banking Group,Kolkata,Delhi,Gujarat,Delhi,0,1.23,30.5,Low,4444
150835,45,SO,607,0.9,1,40.5,3,Active,,,8,West,Retail Banking Group,Mumbai,Uttar Pradesh,Karnataka,Maharashtra,0,4.46,35.13,Low,7777
154250,24,MMII,183,7.3,7,175.2,2,Active,,,7,East,Retail Banking Group,Kolkata,Maharashtra,Gujarat,Maharashtra,0,0.67,13.78,Low,2222
461275,54,MMI,1938,7.8,6,421.2,3,Active,,,6,West,Retail Banking Group,Mumbai,Delhi,West Bengal,Gujarat,0,2.94,43.58,Medium,6666
649216,27,DMI,1204,2.8,4,75.6,3,Active,,,4,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Uttar Pradesh,0,3.32,31.98,Low,6666
315606,29,SO,692,1.6,1,46.400000000000006,3,Active,,,8,East,Retail Banking Group,Kolkata,Uttar Pradesh,Karnataka,Delhi,0,6.1,29.18,Low,2222
460829,56,ALT,838,13.0,9,728.0,3,Active,,,0,South,Transaction Banking,Chennai,Uttar Pradesh,Karnataka,Telangana,0,0.55,37.24,Low,4444
